,type,details,baseline,threshold_pct,precision,recall,auc,train_set_num,train_start,test_start
151,LR,"penalty: l1, c: 100.0, solver: liblinear, seed: 12345",0.7430825242718446,20,0.747876213592233,0.2012902172137841,0.5025109565048608,1,2012-01-01,2012-07-01
152,LR,"penalty: l1, c: 100.0, solver: liblinear, seed: 12345",0.7430825242718446,30,0.7449433656957929,0.30075126571941857,0.5014620759395392,1,2012-01-01,2012-07-01
153,LR,"penalty: l1, c: 100.0, solver: liblinear, seed: 12345",0.7430825242718446,50,0.7414441747572815,0.4988975992160706,0.4978545624800239,1,2012-01-01,2012-07-01
154,LR,"penalty: l2, c: 0.1, solver: liblinear, seed: 12345",0.7430825242718446,1,0.9363636363636364,0.012616364527192553,0.5050682200529208,1,2012-01-01,2012-07-01
155,LR,"penalty: l2, c: 0.1, solver: liblinear, seed: 12345",0.7430825242718446,2,0.8300455235204856,0.022333823289237303,0.5045537798543495,1,2012-01-01,2012-07-01
156,LR,"penalty: l2, c: 0.1, solver: liblinear, seed: 12345",0.7430825242718446,5,0.7675970873786407,0.051649518210027764,0.5032102102150754,1,2012-01-01,2012-07-01
157,LR,"penalty: l2, c: 0.1, solver: liblinear, seed: 12345",0.7430825242718446,10,0.7545509708737864,0.10154336109750123,0.5030036125279664,1,2012-01-01,2012-07-01
158,LR,"penalty: l2, c: 0.1, solver: liblinear, seed: 12345",0.7430825242718446,20,0.7489381067961165,0.20157602482443246,0.5030671810470769,1,2012-01-01,2012-07-01
159,LR,"penalty: l2, c: 0.1, solver: liblinear, seed: 12345",0.7430825242718446,30,0.7452467637540453,0.3008737546954107,0.5017004578862032,1,2012-01-01,2012-07-01
160,LR,"penalty: l2, c: 0.1, solver: liblinear, seed: 12345",0.7430825242718446,50,0.7418082524271845,0.4991425771680549,0.498331326373352,1,2012-01-01,2012-07-01
161,LR,"penalty: l2, c: 1.0, solver: liblinear, seed: 12345",0.7430825242718446,1,0.9333333333333333,0.012575534868528498,0.5049887594040328,1,2012-01-01,2012-07-01
162,LR,"penalty: l2, c: 1.0, solver: liblinear, seed: 12345",0.7430825242718446,2,0.8224582701062215,0.022129674995917035,0.5041564766099094,1,2012-01-01,2012-07-01
163,LR,"penalty: l2, c: 1.0, solver: liblinear, seed: 12345",0.7430825242718446,5,0.7669902912621359,0.05160868855136371,0.5031307495661873,1,2012-01-01,2012-07-01
164,LR,"penalty: l2, c: 1.0, solver: liblinear, seed: 12345",0.7430825242718446,10,0.7530339805825242,0.10133921280418096,0.5026063092835265,1,2012-01-01,2012-07-01
165,LR,"penalty: l2, c: 1.0, solver: liblinear, seed: 12345",0.7430825242718446,20,0.7487864077669902,0.20153519516576843,0.502987720398189,1,2012-01-01,2012-07-01
166,LR,"penalty: l2, c: 1.0, solver: liblinear, seed: 12345",0.7430825242718446,30,0.7449433656957929,0.30075126571941857,0.5014620759395392,1,2012-01-01,2012-07-01
167,LR,"penalty: l2, c: 1.0, solver: liblinear, seed: 12345",0.7430825242718446,50,0.741626213592233,0.4990200881920627,0.498092944426688,1,2012-01-01,2012-07-01
168,LR,"penalty: l2, c: 10.0, solver: liblinear, seed: 12345",0.7430825242718446,1,0.9212121212121213,0.012412216233872285,0.5046709168084808,1,2012-01-01,2012-07-01
169,LR,"penalty: l2, c: 10.0, solver: liblinear, seed: 12345",0.7430825242718446,2,0.8239757207890743,0.022170504654581088,0.5042359372587973,1,2012-01-01,2012-07-01
170,LR,"penalty: l2, c: 10.0, solver: liblinear, seed: 12345",0.7430825242718446,5,0.7633495145631068,0.051363710599379386,0.5026539856728593,1,2012-01-01,2012-07-01
171,LR,"penalty: l2, c: 10.0, solver: liblinear, seed: 12345",0.7430825242718446,10,0.7524271844660194,0.10125755348685285,0.5024473879857505,1,2012-01-01,2012-07-01
172,LR,"penalty: l2, c: 10.0, solver: liblinear, seed: 12345",0.7430825242718446,20,0.7483313106796117,0.20141270618977625,0.5027493384515249,1,2012-01-01,2012-07-01
173,LR,"penalty: l2, c: 10.0, solver: liblinear, seed: 12345",0.7430825242718446,30,0.7448422330097088,0.30071043606075454,0.5013826152906513,1,2012-01-01,2012-07-01
174,LR,"penalty: l2, c: 10.0, solver: liblinear, seed: 12345",0.7430825242718446,50,0.7413834951456311,0.4988567695574065,0.4977751018311359,1,2012-01-01,2012-07-01
175,LR,"penalty: l2, c: 100.0, solver: liblinear, seed: 12345",0.7430825242718446,1,0.9212121212121213,0.012412216233872285,0.5046709168084808,1,2012-01-01,2012-07-01
176,LR,"penalty: l2, c: 100.0, solver: liblinear, seed: 12345",0.7430825242718446,2,0.8254931714719271,0.02221133431324514,0.5043153979076854,1,2012-01-01,2012-07-01
177,LR,"penalty: l2, c: 100.0, solver: liblinear, seed: 12345",0.7430825242718446,5,0.7633495145631068,0.051363710599379386,0.5026539856728593,1,2012-01-01,2012-07-01
178,LR,"penalty: l2, c: 100.0, solver: liblinear, seed: 12345",0.7430825242718446,10,0.7527305825242718,0.10129838314551691,0.5025268486346385,1,2012-01-01,2012-07-01
179,LR,"penalty: l2, c: 100.0, solver: liblinear, seed: 12345",0.7430825242718446,20,0.7483313106796117,0.20141270618977625,0.5027493384515249,1,2012-01-01,2012-07-01
180,LR,"penalty: l2, c: 100.0, solver: liblinear, seed: 12345",0.7430825242718446,30,0.745044498381877,0.30079209537808266,0.5015415365884273,1,2012-01-01,2012-07-01
181,LR,"penalty: l2, c: 100.0, solver: liblinear, seed: 12345",0.7430825242718446,50,0.7413834951456311,0.4988567695574065,0.4977751018311359,1,2012-01-01,2012-07-01
182,SVM,"penalty: l2, c: 0.1, seed: 12345",0.7430825242718446,1,0.9303030303030303,0.012534705209864445,0.5049092987551448,1,2012-01-01,2012-07-01
183,SVM,"penalty: l2, c: 0.1, seed: 12345",0.7430825242718446,2,0.8254931714719271,0.02221133431324514,0.5043153979076854,1,2012-01-01,2012-07-01
184,SVM,"penalty: l2, c: 0.1, seed: 12345",0.7430825242718446,5,0.7669902912621359,0.05160868855136371,0.5031307495661873,1,2012-01-01,2012-07-01
185,SVM,"penalty: l2, c: 0.1, seed: 12345",0.7430825242718446,10,0.7530339805825242,0.10133921280418096,0.5026063092835265,1,2012-01-01,2012-07-01
186,SVM,"penalty: l2, c: 0.1, seed: 12345",0.7430825242718446,20,0.7487864077669902,0.20153519516576843,0.502987720398189,1,2012-01-01,2012-07-01
187,SVM,"penalty: l2, c: 0.1, seed: 12345",0.7430825242718446,30,0.7454490291262136,0.30095541401273884,0.5018593791839793,1,2012-01-01,2012-07-01
188,SVM,"penalty: l2, c: 0.1, seed: 12345",0.7430825242718446,50,0.7418082524271845,0.4991425771680549,0.498331326373352,1,2012-01-01,2012-07-01
189,SVM,"penalty: l2, c: 1.0, seed: 12345",0.7430825242718446,1,0.9272727272727272,0.012493875551200392,0.5048298381062568,1,2012-01-01,2012-07-01
190,SVM,"penalty: l2, c: 1.0, seed: 12345",0.7430825242718446,2,0.8254931714719271,0.02221133431324514,0.5043153979076854,1,2012-01-01,2012-07-01
191,SVM,"penalty: l2, c: 1.0, seed: 12345",0.7430825242718446,5,0.7651699029126213,0.05148619957537155,0.5028923676195233,1,2012-01-01,2012-07-01
192,SVM,"penalty: l2, c: 1.0, seed: 12345",0.7430825242718446,10,0.7533373786407767,0.10138004246284502,0.5026857699324144,1,2012-01-01,2012-07-01
193,SVM,"penalty: l2, c: 1.0, seed: 12345",0.7430825242718446,20,0.7486347087378641,0.20149436550710437,0.502908259749301,1,2012-01-01,2012-07-01
194,SVM,"penalty: l2, c: 1.0, seed: 12345",0.7430825242718446,30,0.7454490291262136,0.30095541401273884,0.5018593791839793,1,2012-01-01,2012-07-01
195,SVM,"penalty: l2, c: 1.0, seed: 12345",0.7430825242718446,50,0.7418082524271845,0.4991425771680549,0.498331326373352,1,2012-01-01,2012-07-01
196,SVM,"penalty: l2, c: 10.0, seed: 12345",0.7430825242718446,1,0.9363636363636364,0.012616364527192553,0.5050682200529208,1,2012-01-01,2012-07-01
197,SVM,"penalty: l2, c: 10.0, seed: 12345",0.7430825242718446,2,0.8315629742033384,0.022374652947901356,0.5046332405032374,1,2012-01-01,2012-07-01
198,SVM,"penalty: l2, c: 10.0, seed: 12345",0.7430825242718446,5,0.7663834951456311,0.05156785889269966,0.5030512889172992,1,2012-01-01,2012-07-01
199,SVM,"penalty: l2, c: 10.0, seed: 12345",0.7430825242718446,10,0.7548543689320388,0.10158419075616527,0.5030830731768544,1,2012-01-01,2012-07-01
200,SVM,"penalty: l2, c: 10.0, seed: 12345",0.7430825242718446,20,0.7487864077669902,0.20153519516576843,0.502987720398189,1,2012-01-01,2012-07-01
201,SVM,"penalty: l2, c: 10.0, seed: 12345",0.7430825242718446,30,0.7453478964401294,0.3009145843540748,0.5017799185350913,1,2012-01-01,2012-07-01
202,SVM,"penalty: l2, c: 10.0, seed: 12345",0.7430825242718446,50,0.741868932038835,0.4991834068267189,0.49841078702223995,1,2012-01-01,2012-07-01
203,SVM,"penalty: l2, c: 100.0, seed: 12345",0.7430825242718446,1,0.8757575757575757,0.01179977135391148,0.5034790070751608,1,2012-01-01,2012-07-01
204,SVM,"penalty: l2, c: 100.0, seed: 12345",0.7430825242718446,2,0.7981790591805766,0.021476400457292176,0.5028851062277013,1,2012-01-01,2012-07-01
205,SVM,"penalty: l2, c: 100.0, seed: 12345",0.7430825242718446,5,0.7554611650485437,0.05083292503674669,0.5016209972373152,1,2012-01-01,2012-07-01
206,SVM,"penalty: l2, c: 100.0, seed: 12345",0.7430825242718446,10,0.7490898058252428,0.10080842724154826,0.5015733208479823,1,2012-01-01,2012-07-01
207,SVM,"penalty: l2, c: 100.0, seed: 12345",0.7430825242718446,20,0.7469660194174758,0.20104523926179976,0.5020341926115329,1,2012-01-01,2012-07-01
208,SVM,"penalty: l2, c: 100.0, seed: 12345",0.7430825242718446,30,0.7446399676375405,0.3006287767434264,0.5012236939928751,1,2012-01-01,2012-07-01
209,SVM,"penalty: l2, c: 100.0, seed: 12345",0.7430825242718446,50,0.7410194174757282,0.4986117916054222,0.497298337937808,1,2012-01-01,2012-07-01
210,Bagging_dtree,"n: 10, base: None",0.7430825242718446,1,0.8484848484848485,0.011432304425935,0.5027638612351688,1,2012-01-01,2012-07-01
211,Bagging_dtree,"n: 10, base: None",0.7430825242718446,2,0.7905918057663126,0.02127225216397191,0.5024878029832613,1,2012-01-01,2012-07-01
212,Bagging_dtree,"n: 10, base: None",0.7430825242718446,5,0.7572815533980582,0.050955414012738856,0.5018593791839793,1,2012-01-01,2012-07-01
213,Bagging_dtree,"n: 10, base: None",0.7430825242718446,10,0.7466626213592233,0.10048178997223584,0.5009376356568784,1,2012-01-01,2012-07-01
214,Bagging_dtree,"n: 10, base: None",0.7430825242718446,20,0.7443871359223301,0.20035113506451085,0.5006833615804368,1,2012-01-01,2012-07-01
215,Bagging_dtree,"n: 10, base: None",0.7430825242718446,30,0.7431229773462783,0.3000163318634656,0.5000317842595552,1,2012-01-01,2012-07-01
216,Bagging_dtree,"n: 10, base: None",0.7430825242718446,50,0.7418082524271845,0.4991425771680549,0.498331326373352,1,2012-01-01,2012-07-01
217,Bagging_dtree,"n: 50, base: None",0.7430825242718446,1,0.8878787878787879,0.011963089988567696,0.5037968496707127,1,2012-01-01,2012-07-01
218,Bagging_dtree,"n: 50, base: None",0.7430825242718446,2,0.8118361153262519,0.02184386738526866,0.5036002520676933,1,2012-01-01,2012-07-01
219,Bagging_dtree,"n: 50, base: None",0.7430825242718446,5,0.7633495145631068,0.051363710599379386,0.5026539856728593,1,2012-01-01,2012-07-01
220,Bagging_dtree,"n: 50, base: None",0.7430825242718446,10,0.7539441747572816,0.10146170178017312,0.5028446912301905,1,2012-01-01,2012-07-01
221,Bagging_dtree,"n: 50, base: None",0.7430825242718446,20,0.7489381067961165,0.20157602482443246,0.5030671810470769,1,2012-01-01,2012-07-01
222,Bagging_dtree,"n: 50, base: None",0.7430825242718446,30,0.7469660194174758,0.30156785889269966,0.5030512889172992,1,2012-01-01,2012-07-01
223,Bagging_dtree,"n: 50, base: None",0.7430825242718446,50,0.741504854368932,0.4989384288747346,0.497934023128912,1,2012-01-01,2012-07-01
224,Bagging_dtree,"n: 100, base: None",0.7430825242718446,1,0.8878787878787879,0.011963089988567696,0.5037968496707127,1,2012-01-01,2012-07-01
225,Bagging_dtree,"n: 100, base: None",0.7430825242718446,2,0.8072837632776935,0.021721378409276498,0.5033618701210294,1,2012-01-01,2012-07-01
226,Bagging_dtree,"n: 100, base: None",0.7430825242718446,5,0.7651699029126213,0.05148619957537155,0.5028923676195233,1,2012-01-01,2012-07-01
227,Bagging_dtree,"n: 100, base: None",0.7430825242718446,10,0.7530339805825242,0.10133921280418096,0.5026063092835265,1,2012-01-01,2012-07-01
228,Bagging_dtree,"n: 100, base: None",0.7430825242718446,20,0.747876213592233,0.2012902172137841,0.5025109565048608,1,2012-01-01,2012-07-01
229,Bagging_dtree,"n: 100, base: None",0.7430825242718446,30,0.7454490291262136,0.30095541401273884,0.5018593791839793,1,2012-01-01,2012-07-01
230,Bagging_dtree,"n: 100, base: None",0.7430825242718446,50,0.7412014563106796,0.49873428058141434,0.49753671988447196,1,2012-01-01,2012-07-01
231,ADABoost_dtree,"n: 10, base: None",0.7430825242718446,1,0.9393939393939394,0.012657194185856606,0.5051476807018088,1,2012-01-01,2012-07-01
232,ADABoost_dtree,"n: 10, base: None",0.7430825242718446,2,0.8391502276176024,0.022578801241221625,0.5050305437476774,1,2012-01-01,2012-07-01
233,ADABoost_dtree,"n: 10, base: None",0.7430825242718446,5,0.7706310679611651,0.05185366650334803,0.5036075134595153,1,2012-01-01,2012-07-01
234,ADABoost_dtree,"n: 10, base: None",0.7430825242718446,10,0.7545509708737864,0.10154336109750123,0.5030036125279664,1,2012-01-01,2012-07-01
235,ADABoost_dtree,"n: 10, base: None",0.7430825242718446,20,0.7490898058252428,0.20161685448309652,0.5031466416959649,1,2012-01-01,2012-07-01
236,ADABoost_dtree,"n: 10, base: None",0.7430825242718446,30,0.7451456310679612,0.3008329250367467,0.5016209972373152,1,2012-01-01,2012-07-01
237,ADABoost_dtree,"n: 10, base: None",0.7430825242718446,50,0.7418082524271845,0.4991425771680549,0.498331326373352,1,2012-01-01,2012-07-01
238,ADABoost_dtree,"n: 50, base: None",0.7430825242718446,1,0.9303030303030303,0.012534705209864445,0.5049092987551448,1,2012-01-01,2012-07-01
239,ADABoost_dtree,"n: 50, base: None",0.7430825242718446,2,0.8239757207890743,0.022170504654581088,0.5042359372587973,1,2012-01-01,2012-07-01
240,ADABoost_dtree,"n: 50, base: None",0.7430825242718446,5,0.7694174757281553,0.051772007186019924,0.5034485921617393,1,2012-01-01,2012-07-01
241,ADABoost_dtree,"n: 50, base: None",0.7430825242718446,10,0.754247572815534,0.10150253143883717,0.5029241518790785,1,2012-01-01,2012-07-01
242,ADABoost_dtree,"n: 50, base: None",0.7430825242718446,20,0.7489381067961165,0.20157602482443246,0.5030671810470769,1,2012-01-01,2012-07-01
243,ADABoost_dtree,"n: 50, base: None",0.7430825242718446,30,0.7449433656957929,0.30075126571941857,0.5014620759395392,1,2012-01-01,2012-07-01
244,ADABoost_dtree,"n: 50, base: None",0.7430825242718446,50,0.7416868932038835,0.49906091785072676,0.498172405075576,1,2012-01-01,2012-07-01
245,ADABoost_dtree,"n: 100, base: None",0.7430825242718446,1,0.9333333333333333,0.012575534868528498,0.5049887594040328,1,2012-01-01,2012-07-01
246,ADABoost_dtree,"n: 100, base: None",0.7430825242718446,2,0.8270106221547799,0.022252163971909194,0.5043948585565733,1,2012-01-01,2012-07-01
247,ADABoost_dtree,"n: 100, base: None",0.7430825242718446,5,0.7669902912621359,0.05160868855136371,0.5031307495661873,1,2012-01-01,2012-07-01
248,ADABoost_dtree,"n: 100, base: None",0.7430825242718446,10,0.7539441747572816,0.10146170178017312,0.5028446912301905,1,2012-01-01,2012-07-01
249,ADABoost_dtree,"n: 100, base: None",0.7430825242718446,20,0.7484830097087378,0.2014535358484403,0.5028287991004129,1,2012-01-01,2012-07-01
250,ADABoost_dtree,"n: 100, base: None",0.7430825242718446,30,0.7449433656957929,0.30075126571941857,0.5014620759395392,1,2012-01-01,2012-07-01
251,ADABoost_dtree,"n: 100, base: None",0.7430825242718446,50,0.7415655339805826,0.49897925853339864,0.4980134837777999,1,2012-01-01,2012-07-01
252,Random Forest,"n: 10, criterion: entropy",0.7430825242718446,1,0.8727272727272727,0.011758941695247428,0.5033995464262728,1,2012-01-01,2012-07-01
253,Random Forest,"n: 10, criterion: entropy",0.7430825242718446,2,0.7966616084977238,0.021435570798628123,0.5028056455788135,1,2012-01-01,2012-07-01
254,Random Forest,"n: 10, criterion: entropy",0.7430825242718446,5,0.7627427184466019,0.05132288094071533,0.5025745250239713,1,2012-01-01,2012-07-01
255,Random Forest,"n: 10, criterion: entropy",0.7430825242718446,10,0.7493932038834952,0.10084925690021232,0.5016527814968704,1,2012-01-01,2012-07-01
256,Random Forest,"n: 10, criterion: entropy",0.7430825242718446,20,0.7454490291262136,0.20063694267515925,0.5012395861226528,1,2012-01-01,2012-07-01
257,Random Forest,"n: 10, criterion: entropy",0.7430825242718446,30,0.7435275080906149,0.30017965049812184,0.5003496268551072,1,2012-01-01,2012-07-01
258,Random Forest,"n: 10, criterion: entropy",0.7430825242718446,50,0.7421723300970874,0.4993875551200392,0.49880809026667994,1,2012-01-01,2012-07-01
259,Random Forest,"n: 10, criterion: gini",0.7430825242718446,1,0.8515151515151516,0.011473134084599053,0.5028433218840567,1,2012-01-01,2012-07-01
260,Random Forest,"n: 10, criterion: gini",0.7430825242718446,2,0.7905918057663126,0.02127225216397191,0.5024878029832613,1,2012-01-01,2012-07-01
261,Random Forest,"n: 10, criterion: gini",0.7430825242718446,5,0.7597087378640777,0.05111873264739507,0.5021772217795312,1,2012-01-01,2012-07-01
262,Random Forest,"n: 10, criterion: gini",0.7430825242718446,10,0.7481796116504854,0.1006859382655561,0.5013349389013184,1,2012-01-01,2012-07-01
263,Random Forest,"n: 10, criterion: gini",0.7430825242718446,20,0.7439320388349514,0.2002286460885187,0.5004449796337729,1,2012-01-01,2012-07-01
264,Random Forest,"n: 10, criterion: gini",0.7430825242718446,30,0.7433252427184466,0.3000979911807937,0.5001907055573311,1,2012-01-01,2012-07-01
265,Random Forest,"n: 10, criterion: gini",0.7430825242718446,50,0.741868932038835,0.4991834068267189,0.49841078702223995,1,2012-01-01,2012-07-01
266,Random Forest,"n: 50, criterion: entropy",0.7430825242718446,1,0.896969696969697,0.012085578964559857,0.5040352316173767,1,2012-01-01,2012-07-01
267,Random Forest,"n: 50, criterion: entropy",0.7430825242718446,2,0.8118361153262519,0.02184386738526866,0.5036002520676933,1,2012-01-01,2012-07-01
268,Random Forest,"n: 50, criterion: entropy",0.7430825242718446,5,0.7645631067961165,0.0514453699167075,0.5028129069706352,1,2012-01-01,2012-07-01
269,Random Forest,"n: 50, criterion: entropy",0.7430825242718446,10,0.7548543689320388,0.10158419075616527,0.5030830731768544,1,2012-01-01,2012-07-01
270,Random Forest,"n: 50, criterion: entropy",0.7430825242718446,20,0.7484830097087378,0.2014535358484403,0.5028287991004129,1,2012-01-01,2012-07-01
271,Random Forest,"n: 50, criterion: entropy",0.7430825242718446,30,0.7470671521035599,0.3016086885513637,0.5031307495661873,1,2012-01-01,2012-07-01
272,Random Forest,"n: 50, criterion: entropy",0.7430825242718446,50,0.7417475728155339,0.49910174750939085,0.498251865724464,1,2012-01-01,2012-07-01
273,Random Forest,"n: 50, criterion: gini",0.7430825242718446,1,0.8424242424242424,0.011350645108606892,0.5026049399373927,1,2012-01-01,2012-07-01
274,Random Forest,"n: 50, criterion: gini",0.7430825242718446,2,0.7693474962063733,0.020700636942675158,0.5013753538988294,1,2012-01-01,2012-07-01
275,Random Forest,"n: 50, criterion: gini",0.7430825242718446,5,0.7445388349514563,0.05009799118079373,0.5001907055573312,1,2012-01-01,2012-07-01
276,Random Forest,"n: 50, criterion: gini",0.7430825242718446,10,0.7412014563106796,0.09974685611628287,0.4995073439768944,1,2012-01-01,2012-07-01
277,Random Forest,"n: 50, criterion: gini",0.7430825242718446,20,0.742870145631068,0.19994283847787034,0.4998887550915568,1,2012-01-01,2012-07-01
278,Random Forest,"n: 50, criterion: gini",0.7430825242718446,30,0.7427184466019418,0.2998530132288094,0.49971394166400324,1,2012-01-01,2012-07-01
279,Random Forest,"n: 50, criterion: gini",0.7430825242718446,50,0.7407766990291262,0.49844847297076594,0.49698049534225586,1,2012-01-01,2012-07-01
280,Random Forest,"n: 100, criterion: entropy",0.7430825242718446,1,0.8666666666666667,0.01167728237791932,0.5032406251284969,1,2012-01-01,2012-07-01
281,Random Forest,"n: 100, criterion: entropy",0.7430825242718446,2,0.7921092564491654,0.021313081822635964,0.5025672636321493,1,2012-01-01,2012-07-01
282,Random Forest,"n: 100, criterion: entropy",0.7430825242718446,5,0.7597087378640777,0.05111873264739507,0.5021772217795312,1,2012-01-01,2012-07-01
283,Random Forest,"n: 100, criterion: entropy",0.7430825242718446,10,0.7493932038834952,0.10084925690021232,0.5016527814968704,1,2012-01-01,2012-07-01
284,Random Forest,"n: 100, criterion: entropy",0.7430825242718446,20,0.7466626213592233,0.20096357994447167,0.501875271313757,1,2012-01-01,2012-07-01
285,Random Forest,"n: 100, criterion: entropy",0.7430825242718446,30,0.7454490291262136,0.30095541401273884,0.5018593791839793,1,2012-01-01,2012-07-01
286,Random Forest,"n: 100, criterion: entropy",0.7430825242718446,50,0.7412621359223301,0.49877511024007837,0.49761618053335993,1,2012-01-01,2012-07-01
287,Random Forest,"n: 100, criterion: gini",0.7430825242718446,1,0.8666666666666667,0.01167728237791932,0.5032406251284969,1,2012-01-01,2012-07-01
288,Random Forest,"n: 100, criterion: gini",0.7430825242718446,2,0.8012139605462822,0.021558059774620286,0.5030440275254774,1,2012-01-01,2012-07-01
289,Random Forest,"n: 100, criterion: gini",0.7430825242718446,5,0.7621359223300971,0.05128205128205128,0.5024950643750833,1,2012-01-01,2012-07-01
290,Random Forest,"n: 100, criterion: gini",0.7430825242718446,10,0.7493932038834952,0.10084925690021232,0.5016527814968704,1,2012-01-01,2012-07-01
291,Random Forest,"n: 100, criterion: gini",0.7430825242718446,20,0.7463592233009708,0.20088192062714355,0.5017163500159808,1,2012-01-01,2012-07-01
292,Random Forest,"n: 100, criterion: gini",0.7430825242718446,30,0.7437297734627831,0.30026130981544996,0.5005085481528833,1,2012-01-01,2012-07-01
293,Random Forest,"n: 100, criterion: gini",0.7430825242718446,50,0.7413228155339806,0.49881593989874246,0.49769564118224796,1,2012-01-01,2012-07-01
294,KNN,"n: 5, weights: uniform, distance: minkowski, p: 1",0.7430825242718446,1,0.7878787878787878,0.010615711252653927,0.5011746482574087,1,2012-01-01,2012-07-01
295,KNN,"n: 5, weights: uniform, distance: minkowski, p: 1",0.7430825242718446,2,0.7678300455235205,0.020659807284011105,0.5012958932499413,1,2012-01-01,2012-07-01
296,KNN,"n: 5, weights: uniform, distance: minkowski, p: 1",0.7430825242718446,5,0.7493932038834952,0.05042462845010616,0.5008263907484353,1,2012-01-01,2012-07-01
297,KNN,"n: 5, weights: uniform, distance: minkowski, p: 1",0.7430825242718446,10,0.7412014563106796,0.09974685611628287,0.4995073439768944,1,2012-01-01,2012-07-01
298,KNN,"n: 5, weights: uniform, distance: minkowski, p: 1",0.7430825242718446,20,0.743628640776699,0.20014698677119058,0.5002860583359968,1,2012-01-01,2012-07-01
299,KNN,"n: 5, weights: uniform, distance: minkowski, p: 1",0.7430825242718446,30,0.7432241100323624,0.3000571615221297,0.5001112449084433,1,2012-01-01,2012-07-01
300,KNN,"n: 5, weights: uniform, distance: minkowski, p: 1",0.7430825242718446,50,0.7407766990291262,0.49844847297076594,0.49698049534225586,1,2012-01-01,2012-07-01
301,KNN,"n: 5, weights: uniform, distance: minkowski, p: 2",0.7430825242718446,1,0.7878787878787878,0.010615711252653927,0.5011746482574087,1,2012-01-01,2012-07-01
302,KNN,"n: 5, weights: uniform, distance: minkowski, p: 2",0.7430825242718446,2,0.7678300455235205,0.020659807284011105,0.5012958932499413,1,2012-01-01,2012-07-01
303,KNN,"n: 5, weights: uniform, distance: minkowski, p: 2",0.7430825242718446,5,0.7493932038834952,0.05042462845010616,0.5008263907484353,1,2012-01-01,2012-07-01
304,KNN,"n: 5, weights: uniform, distance: minkowski, p: 2",0.7430825242718446,10,0.7412014563106796,0.09974685611628287,0.4995073439768944,1,2012-01-01,2012-07-01
305,KNN,"n: 5, weights: uniform, distance: minkowski, p: 2",0.7430825242718446,20,0.743628640776699,0.20014698677119058,0.5002860583359968,1,2012-01-01,2012-07-01
306,KNN,"n: 5, weights: uniform, distance: minkowski, p: 2",0.7430825242718446,30,0.7432241100323624,0.3000571615221297,0.5001112449084433,1,2012-01-01,2012-07-01
307,KNN,"n: 5, weights: uniform, distance: minkowski, p: 2",0.7430825242718446,50,0.7407766990291262,0.49844847297076594,0.49698049534225586,1,2012-01-01,2012-07-01
308,KNN,"n: 5, weights: distance, distance: minkowski, p: 1",0.7430825242718446,1,0.803030303030303,0.010819859545974196,0.5015719515018486,1,2012-01-01,2012-07-01
309,KNN,"n: 5, weights: distance, distance: minkowski, p: 1",0.7430825242718446,2,0.7738998482549317,0.02082312591866732,0.5016137358454933,1,2012-01-01,2012-07-01
310,KNN,"n: 5, weights: distance, distance: minkowski, p: 1",0.7430825242718446,5,0.7493932038834952,0.05042462845010616,0.5008263907484353,1,2012-01-01,2012-07-01
311,KNN,"n: 5, weights: distance, distance: minkowski, p: 1",0.7430825242718446,10,0.7469660194174758,0.10052261963089988,0.5010170963057665,1,2012-01-01,2012-07-01
312,KNN,"n: 5, weights: distance, distance: minkowski, p: 1",0.7430825242718446,20,0.7451456310679612,0.20055528335783113,0.5010806648248768,1,2012-01-01,2012-07-01
313,KNN,"n: 5, weights: distance, distance: minkowski, p: 1",0.7430825242718446,30,0.7433252427184466,0.3000979911807937,0.5001907055573311,1,2012-01-01,2012-07-01
314,KNN,"n: 5, weights: distance, distance: minkowski, p: 1",0.7430825242718446,50,0.7412014563106796,0.49873428058141434,0.49753671988447196,1,2012-01-01,2012-07-01
315,KNN,"n: 5, weights: distance, distance: minkowski, p: 2",0.7430825242718446,1,0.803030303030303,0.010819859545974196,0.5015719515018486,1,2012-01-01,2012-07-01
316,KNN,"n: 5, weights: distance, distance: minkowski, p: 2",0.7430825242718446,2,0.7738998482549317,0.02082312591866732,0.5016137358454933,1,2012-01-01,2012-07-01
317,KNN,"n: 5, weights: distance, distance: minkowski, p: 2",0.7430825242718446,5,0.7493932038834952,0.05042462845010616,0.5008263907484353,1,2012-01-01,2012-07-01
318,KNN,"n: 5, weights: distance, distance: minkowski, p: 2",0.7430825242718446,10,0.7469660194174758,0.10052261963089988,0.5010170963057665,1,2012-01-01,2012-07-01
319,KNN,"n: 5, weights: distance, distance: minkowski, p: 2",0.7430825242718446,20,0.7451456310679612,0.20055528335783113,0.5010806648248768,1,2012-01-01,2012-07-01
320,KNN,"n: 5, weights: distance, distance: minkowski, p: 2",0.7430825242718446,30,0.7433252427184466,0.3000979911807937,0.5001907055573311,1,2012-01-01,2012-07-01
321,KNN,"n: 5, weights: distance, distance: minkowski, p: 2",0.7430825242718446,50,0.7412014563106796,0.49873428058141434,0.49753671988447196,1,2012-01-01,2012-07-01
322,Dtree,"criteria: entropy, depth: 10, min_leaf: 100, seed: 12345",0.6841111162297876,1,0.9032258064516129,0.0131986531986532,0.5050680446976203,2,2012-01-01,2013-01-01
323,Dtree,"criteria: entropy, depth: 10, min_leaf: 100, seed: 12345",0.6841111162297876,2,0.7995391705069125,0.023367003367003366,0.5053396195192899,2,2012-01-01,2013-01-01
