,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2167,"Block Group 5, Census Tract 8036.11, Cook County, Illinois",37.8,517,0,32,26,0,53,30,35,16,31,64,93,35,923,579,353,64,84,17,031,803611,5
2168,"Block Group 1, Census Tract 8036.12, Cook County, Illinois",24.5,683,23,0,13,42,61,55,87,51,55,62,135,85,2044,336,268,59,0,17,031,803612,1
2169,"Block Group 2, Census Tract 8036.12, Cook County, Illinois",33.9,605,36,10,12,17,8,35,14,37,51,71,61,91,74,1160,904,21,228,17,031,803612,2
2170,"Block Group 2, Census Tract 8037.01, Cook County, Illinois",41.5,780,53,6,49,27,36,28,0,13,8,66,67,133,101,1432,1236,20,165,17,031,803701,2
2171,"Block Group 1, Census Tract 8037.01, Cook County, Illinois",47.8,589,6,31,13,9,51,8,18,8,22,25,62,30,127,1086,935,8,98,17,031,803701,1
2172,"Block Group 3, Census Tract 8037.02, Cook County, Illinois",33.4,790,0,12,13,0,0,14,16,88,41,15,112,122,164,1581,1367,0,175,17,031,803702,3
2173,"Block Group 2, Census Tract 8037.02, Cook County, Illinois",46.1,710,0,13,16,38,0,15,13,0,42,18,20,52,194,1845,1469,0,361,17,031,803702,2
2174,"Block Group 1, Census Tract 8037.02, Cook County, Illinois",54.0,365,19,13,13,48,0,12,12,13,25,10,26,36,57,710,685,25,0,17,031,803702,1
2175,"Block Group 4, Census Tract 8037.02, Cook County, Illinois",38.5,738,69,0,0,63,17,12,61,47,82,25,85,62,0,1500,1196,17,105,17,031,803702,4
2176,"Block Group 2, Census Tract 8038, Cook County, Illinois",40.1,349,30,0,0,0,0,27,9,0,18,17,41,45,235,817,765,0,0,17,031,803800,2
2177,"Block Group 3, Census Tract 8038, Cook County, Illinois",46.4,652,22,25,27,44,36,20,0,48,10,17,77,98,142,1274,1166,24,58,17,031,803800,3
2178,"Block Group 4, Census Tract 8038, Cook County, Illinois",38.5,302,34,0,0,10,10,9,0,0,10,14,34,27,124,691,662,0,20,17,031,803800,4
2179,"Block Group 1, Census Tract 8038, Cook County, Illinois",38.2,443,0,0,0,0,0,28,0,31,79,25,49,65,126,1211,1050,31,85,17,031,803800,1
2180,"Block Group 2, Census Tract 8039.01, Cook County, Illinois",39.3,626,10,8,0,8,21,25,0,8,34,33,75,58,145,1505,1232,32,209,17,031,803901,2
2181,"Block Group 1, Census Tract 8039.01, Cook County, Illinois",51.0,1079,103,10,85,28,92,75,72,27,18,64,197,146,117,1720,1663,13,44,17,031,803901,1
2182,"Block Group 3, Census Tract 8039.02, Cook County, Illinois",40.2,580,15,21,15,30,14,8,25,7,0,54,53,73,212,1596,1547,34,9,17,031,803902,3
2183,"Block Group 1, Census Tract 8039.02, Cook County, Illinois",37.5,363,12,7,0,21,0,0,8,15,30,0,51,65,201,737,725,0,12,17,031,803902,1
2184,"Block Group 2, Census Tract 8039.02, Cook County, Illinois",49.8,364,6,0,7,12,41,0,23,6,29,28,58,36,47,714,703,0,11,17,031,803902,2
2185,"Block Group 1, Census Tract 8040, Cook County, Illinois",46.3,722,24,0,8,9,36,35,19,23,31,118,96,76,467,1455,1372,16,59,17,031,804000,1
2186,"Block Group 2, Census Tract 8040, Cook County, Illinois",45.7,1207,27,10,63,76,61,50,59,37,69,109,186,120,276,2461,2048,64,260,17,031,804000,2
2187,"Block Group 3, Census Tract 8041.02, Cook County, Illinois",52.0,928,15,19,16,0,0,32,45,47,15,59,61,43,206,2184,1727,24,433,17,031,804102,3
2188,"Block Group 2, Census Tract 8041.02, Cook County, Illinois",51.4,772,15,0,16,0,0,45,12,33,0,0,44,41,34,2133,1781,37,272,17,031,804102,2
2189,"Block Group 1, Census Tract 8041.02, Cook County, Illinois",43.9,792,0,0,17,18,0,42,18,16,16,0,69,99,62,2322,2028,0,256,17,031,804102,1
2190,"Block Group 1, Census Tract 8041.04, Cook County, Illinois",43.7,620,0,9,0,18,31,9,0,0,10,13,19,92,20,1664,1129,68,415,17,031,804104,1
2191,"Block Group 2, Census Tract 8041.04, Cook County, Illinois",38.4,719,19,9,15,26,9,24,9,31,13,67,60,102,141,1803,1015,54,636,17,031,804104,2
2192,"Block Group 3, Census Tract 8041.04, Cook County, Illinois",46.4,442,0,8,0,0,9,0,0,7,0,7,81,45,173,1098,902,0,196,17,031,804104,3
2193,"Block Group 3, Census Tract 8041.05, Cook County, Illinois",49.6,255,0,0,0,0,0,23,0,0,0,0,18,49,16,802,697,0,74,17,031,804105,3
2194,"Block Group 2, Census Tract 8041.05, Cook County, Illinois",43.6,490,19,0,0,0,11,9,10,0,9,49,39,54,41,1404,1189,43,152,17,031,804105,2
2195,"Block Group 1, Census Tract 8041.05, Cook County, Illinois",40.8,604,9,18,17,9,0,8,0,9,7,9,28,19,45,1780,1428,0,286,17,031,804105,1
2196,"Block Group 2, Census Tract 8041.06, Cook County, Illinois",42.3,701,18,0,0,11,16,0,0,21,38,74,74,50,210,1612,1363,55,194,17,031,804106,2
2197,"Block Group 3, Census Tract 8041.06, Cook County, Illinois",42.8,610,14,18,80,14,0,0,0,0,11,0,79,77,170,1572,985,0,505,17,031,804106,3
2198,"Block Group 4, Census Tract 8041.06, Cook County, Illinois",44.5,707,28,14,14,47,13,0,15,73,15,93,47,51,0,1552,1185,18,334,17,031,804106,4
2199,"Block Group 1, Census Tract 8041.06, Cook County, Illinois",46.2,714,13,14,0,14,0,0,0,34,0,15,80,83,94,1969,1195,0,649,17,031,804106,1
2200,"Block Group 1, Census Tract 8041.08, Cook County, Illinois",35.0,715,45,0,21,43,10,9,11,26,89,25,97,117,132,1158,786,92,260,17,031,804108,1
2201,"Block Group 2, Census Tract 8041.08, Cook County, Illinois",31.1,1233,7,39,14,62,33,19,25,6,52,55,179,272,264,2496,598,147,1594,17,031,804108,2
2202,"Block Group 1, Census Tract 8041.09, Cook County, Illinois",50.9,369,0,9,26,0,0,12,0,7,0,0,28,34,30,1037,862,18,85,17,031,804109,1
2203,"Block Group 2, Census Tract 8041.09, Cook County, Illinois",49.0,769,42,31,48,56,0,55,46,10,14,78,52,55,248,1600,1194,116,201,17,031,804109,2
2204,"Block Group 1, Census Tract 8042.01, Cook County, Illinois",43.0,768,34,13,0,0,0,0,0,12,0,63,101,52,101,1888,1824,1,63,17,031,804201,1
2205,"Block Group 2, Census Tract 8042.01, Cook County, Illinois",49.6,915,23,15,13,0,55,44,36,37,0,0,0,101,196,2891,1893,65,933,17,031,804201,2
2206,"Block Group 3, Census Tract 8042.01, Cook County, Illinois",44.4,568,41,0,11,0,0,21,18,18,19,0,0,26,61,2012,1417,0,595,17,031,804201,3
2207,"Block Group 4, Census Tract 8042.01, Cook County, Illinois",47.9,507,55,0,0,0,0,15,0,0,0,25,15,19,47,1405,891,0,514,17,031,804201,4
2208,"Block Group 1, Census Tract 8042.02, Cook County, Illinois",50.0,267,60,21,24,10,0,0,0,36,0,0,0,21,43,427,390,0,37,17,031,804202,1
2209,"Block Group 2, Census Tract 8042.02, Cook County, Illinois",39.5,1024,5,0,0,0,13,44,9,45,37,17,135,66,526,2871,2481,17,338,17,031,804202,2
2210,"Block Group 3, Census Tract 8042.02, Cook County, Illinois",37.9,282,32,0,0,0,35,0,0,28,0,0,13,21,24,746,746,0,0,17,031,804202,3
2211,"Block Group 4, Census Tract 8042.02, Cook County, Illinois",52.9,1036,0,0,43,17,16,15,0,26,0,132,31,155,54,2749,1762,0,950,17,031,804202,4
2212,"Block Group 2, Census Tract 8043.05, Cook County, Illinois",48.6,460,21,0,70,17,15,14,0,26,0,0,66,119,319,1402,1024,203,175,17,031,804305,2
2213,"Block Group 4, Census Tract 8043.05, Cook County, Illinois",38.4,877,62,0,23,0,17,40,27,116,15,44,76,179,601,1618,1240,74,254,17,031,804305,4
2214,"Block Group 1, Census Tract 8043.05, Cook County, Illinois",35.2,489,0,0,26,0,0,34,0,0,23,93,64,116,1084,714,714,0,0,17,031,804305,1
2215,"Block Group 3, Census Tract 8043.05, Cook County, Illinois",30.0,551,0,48,8,14,19,30,69,15,0,15,16,126,932,942,649,172,121,17,031,804305,3
2216,"Block Group 2, Census Tract 8043.06, Cook County, Illinois",31.7,234,15,8,0,0,8,25,0,8,17,26,19,68,336,403,373,8,0,17,031,804306,2
2217,"Block Group 1, Census Tract 8043.06, Cook County, Illinois",33.6,753,0,5,91,16,10,45,54,41,46,86,70,123,959,1456,1378,15,10,17,031,804306,1
2218,"Block Group 3, Census Tract 8043.06, Cook County, Illinois",38.6,327,22,17,31,43,14,8,12,47,8,4,34,22,808,269,269,0,0,17,031,804306,3
2219,"Block Group 4, Census Tract 8043.06, Cook County, Illinois",41.7,382,7,8,10,24,0,0,8,0,0,0,171,78,427,931,775,19,108,17,031,804306,4
2220,"Block Group 3, Census Tract 8043.08, Cook County, Illinois",42.4,561,0,0,11,16,36,11,22,12,43,74,116,83,372,625,411,11,167,17,031,804308,3
2221,"Block Group 1, Census Tract 8043.08, Cook County, Illinois",42.9,927,13,29,38,13,55,14,33,56,68,59,160,164,261,1900,1166,26,696,17,031,804308,1
2222,"Block Group 2, Census Tract 8043.08, Cook County, Illinois",37.1,820,0,31,78,0,0,58,9,27,0,44,101,229,461,1984,1299,451,147,17,031,804308,2
2223,"Block Group 2, Census Tract 8043.09, Cook County, Illinois",38.0,244,0,0,13,19,7,14,2,24,8,9,36,30,210,632,370,53,166,17,031,804309,2
2224,"Block Group 1, Census Tract 8043.09, Cook County, Illinois",34.8,668,14,32,19,13,0,9,8,23,24,47,63,181,1202,1118,870,128,99,17,031,804309,1
2225,"Block Group 4, Census Tract 8043.10, Cook County, Illinois",43.2,484,7,0,0,0,0,0,16,14,34,10,78,81,217,1113,730,8,361,17,031,804310,4
2226,"Block Group 1, Census Tract 8043.10, Cook County, Illinois",41.2,1016,64,0,40,14,16,43,33,21,41,15,96,117,405,2095,1513,160,391,17,031,804310,1
2227,"Block Group 2, Census Tract 8043.10, Cook County, Illinois",39.9,1027,0,33,0,26,71,16,33,13,16,14,116,287,1216,2056,1519,0,537,17,031,804310,2
2228,"Block Group 3, Census Tract 8043.10, Cook County, Illinois",49.0,601,0,0,16,0,0,0,15,0,0,41,34,93,181,1753,1301,0,369,17,031,804310,3
2229,"Block Group 2, Census Tract 8043.11, Cook County, Illinois",34.0,2031,83,75,44,24,135,63,153,33,43,75,204,206,1998,4007,2554,82,1342,17,031,804311,2
2230,"Block Group 1, Census Tract 8043.11, Cook County, Illinois",40.8,684,0,0,20,0,11,0,0,8,15,10,0,206,16,2519,1283,0,1186,17,031,804311,1
2231,"Block Group 1, Census Tract 8044.03, Cook County, Illinois",48.2,335,77,26,27,0,12,0,0,17,53,51,41,21,442,316,295,21,0,17,031,804403,1
2232,"Block Group 3, Census Tract 8044.03, Cook County, Illinois",37.8,1627,36,27,0,11,55,14,30,37,67,98,128,326,1855,3061,2077,113,698,17,031,804403,3
2233,"Block Group 2, Census Tract 8044.03, Cook County, Illinois",45.5,501,41,16,26,37,52,14,45,0,27,56,63,27,507,701,606,82,13,17,031,804403,2
2234,"Block Group 1, Census Tract 8044.04, Cook County, Illinois",27.9,325,51,0,0,0,0,42,24,15,0,60,16,19,817,368,167,84,105,17,031,804404,1
2235,"Block Group 2, Census Tract 8044.04, Cook County, Illinois",24.4,272,0,8,8,8,37,7,7,9,0,13,9,33,748,382,285,0,81,17,031,804404,2
2236,"Block Group 3, Census Tract 8044.04, Cook County, Illinois",39.1,531,0,8,8,17,20,25,0,26,9,47,71,66,799,1025,727,33,265,17,031,804404,3
2237,"Block Group 4, Census Tract 8044.04, Cook County, Illinois",32.3,404,0,17,16,0,0,8,26,55,79,56,9,108,1046,207,175,0,32,17,031,804404,4
2238,"Block Group 2, Census Tract 8044.05, Cook County, Illinois",34.6,415,38,27,0,61,66,15,30,4,10,57,34,48,602,428,226,169,33,17,031,804405,2
2239,"Block Group 1, Census Tract 8044.05, Cook County, Illinois",26.7,610,30,25,11,50,0,27,28,37,23,44,167,69,1334,922,321,133,217,17,031,804405,1
2240,"Block Group 2, Census Tract 8044.06, Cook County, Illinois",32.3,648,11,0,30,23,0,19,39,44,0,121,87,122,1737,754,630,42,65,17,031,804406,2
2241,"Block Group 3, Census Tract 8044.06, Cook County, Illinois",39.1,605,24,27,31,69,81,83,43,0,47,74,22,95,1091,547,476,0,48,17,031,804406,3
2242,"Block Group 1, Census Tract 8044.06, Cook County, Illinois",37.7,724,11,0,0,25,36,20,40,24,81,36,24,138,814,1742,965,130,647,17,031,804406,1
2243,"Block Group 3, Census Tract 8045.05, Cook County, Illinois",35.9,656,18,67,14,33,0,40,34,13,24,54,30,146,197,1264,1035,122,77,17,031,804505,3
2244,"Block Group 2, Census Tract 8045.05, Cook County, Illinois",41.8,447,0,10,0,0,17,19,0,30,63,102,58,77,357,854,815,29,10,17,031,804505,2
2245,"Block Group 1, Census Tract 8045.05, Cook County, Illinois",36.5,304,12,23,8,16,0,17,0,16,15,23,28,79,16,703,657,0,12,17,031,804505,1
2246,"Block Group 1, Census Tract 8045.06, Cook County, Illinois",45.1,440,10,10,0,18,0,20,10,12,34,19,50,19,178,1094,1044,9,41,17,031,804506,1
2247,"Block Group 3, Census Tract 8045.06, Cook County, Illinois",43.2,906,0,29,17,32,0,28,63,20,19,135,121,147,227,2244,1639,16,461,17,031,804506,3
2248,"Block Group 2, Census Tract 8045.06, Cook County, Illinois",38.2,470,8,8,27,15,27,10,0,7,10,0,54,90,53,1355,1069,13,255,17,031,804506,2
2249,"Block Group 2, Census Tract 8045.07, Cook County, Illinois",36.9,1203,25,0,27,52,50,0,0,0,0,0,69,140,546,3658,2259,20,1316,17,031,804507,2
2250,"Block Group 1, Census Tract 8045.07, Cook County, Illinois",37.6,1434,44,0,0,52,0,88,0,40,109,63,197,313,727,3561,1957,33,1424,17,031,804507,1
2251,"Block Group 4, Census Tract 8045.07, Cook County, Illinois",53.4,256,23,0,22,55,0,62,0,0,0,14,29,25,0,400,368,0,32,17,031,804507,4
2252,"Block Group 3, Census Tract 8045.07, Cook County, Illinois",42.9,1382,87,52,76,0,0,0,0,22,45,134,80,311,146,3558,2490,167,687,17,031,804507,3
2253,"Block Group 1, Census Tract 8045.08, Cook County, Illinois",31.1,731,0,28,80,63,27,32,35,5,14,74,122,113,887,1552,869,272,366,17,031,804508,1
2254,"Block Group 1, Census Tract 8045.09, Cook County, Illinois",34.5,424,0,0,9,0,8,5,9,48,41,4,64,124,775,668,651,0,17,17,031,804509,1
2255,"Block Group 3, Census Tract 8045.09, Cook County, Illinois",36.5,288,6,0,7,0,14,8,0,52,20,33,83,26,329,634,112,82,295,17,031,804509,3
2256,"Block Group 2, Census Tract 8045.09, Cook County, Illinois",35.8,438,5,0,0,15,0,22,26,29,10,44,58,78,1314,707,569,35,39,17,031,804509,2
2257,"Block Group 4, Census Tract 8045.09, Cook County, Illinois",27.5,457,9,5,18,4,6,12,17,4,17,39,43,68,977,925,502,51,263,17,031,804509,4
2258,"Block Group 3, Census Tract 8045.10, Cook County, Illinois",23.1,561,58,59,64,16,8,0,57,84,50,51,45,37,1961,546,215,223,94,17,031,804510,3
2259,"Block Group 4, Census Tract 8045.10, Cook County, Illinois",35.3,347,18,0,0,7,0,47,30,8,11,0,48,73,913,473,447,0,6,17,031,804510,4
2260,"Block Group 2, Census Tract 8045.10, Cook County, Illinois",34.2,204,7,0,0,0,0,9,14,5,29,36,33,47,545,280,175,67,31,17,031,804510,2
2261,"Block Group 1, Census Tract 8045.10, Cook County, Illinois",27.5,391,16,18,0,19,0,0,7,0,41,14,58,101,1416,505,412,31,29,17,031,804510,1
2262,"Block Group 2, Census Tract 8045.11, Cook County, Illinois",29.7,165,14,12,0,12,18,0,24,6,8,9,23,21,557,147,51,89,7,17,031,804511,2
2263,"Block Group 1, Census Tract 8045.11, Cook County, Illinois",31.6,625,14,12,10,46,36,22,32,44,45,81,79,89,1078,960,481,172,303,17,031,804511,1
2264,"Block Group 1, Census Tract 8046.03, Cook County, Illinois",34.4,866,44,13,0,107,44,12,35,6,20,248,96,62,1112,1471,1001,76,394,17,031,804603,1
2265,"Block Group 3, Census Tract 8046.03, Cook County, Illinois",30.1,1018,0,0,18,81,18,57,61,49,54,24,228,154,290,2093,1002,45,1007,17,031,804603,3
2266,"Block Group 2, Census Tract 8046.03, Cook County, Illinois",34.0,726,52,0,17,77,0,69,0,91,27,77,185,59,108,942,627,132,172,17,031,804603,2
2267,"Block Group 3, Census Tract 8046.06, Cook County, Illinois",44.0,400,0,0,0,0,0,17,9,23,0,17,0,63,27,1254,884,0,291,17,031,804606,3
2268,"Block Group 1, Census Tract 8046.06, Cook County, Illinois",54.6,285,0,0,16,0,0,0,0,0,0,0,46,94,21,674,640,0,34,17,031,804606,1
2269,"Block Group 2, Census Tract 8046.06, Cook County, Illinois",45.0,863,14,0,53,27,0,14,47,14,0,0,85,122,472,2373,1805,63,479,17,031,804606,2
2270,"Block Group 4, Census Tract 8046.06, Cook County, Illinois",43.7,996,44,0,0,0,13,54,18,38,70,50,217,101,61,2382,2038,22,283,17,031,804606,4
2271,"Block Group 4, Census Tract 8046.07, Cook County, Illinois",40.7,472,0,13,54,41,20,13,37,37,14,70,54,47,168,778,682,28,29,17,031,804607,4
2272,"Block Group 1, Census Tract 8046.07, Cook County, Illinois",48.1,650,10,0,0,0,10,0,14,28,16,78,40,102,0,1928,1594,20,281,17,031,804607,1
2273,"Block Group 3, Census Tract 8046.07, Cook County, Illinois",49.4,563,0,21,0,0,19,34,0,0,0,66,36,39,109,1587,1030,0,557,17,031,804607,3
2274,"Block Group 2, Census Tract 8046.07, Cook County, Illinois",44.4,671,0,0,0,0,0,0,0,23,42,0,117,95,105,2171,1529,98,413,17,031,804607,2
2275,"Block Group 2, Census Tract 8046.08, Cook County, Illinois",34.2,222,32,0,0,15,0,8,17,14,0,0,26,17,99,578,460,17,61,17,031,804608,2
2276,"Block Group 3, Census Tract 8046.08, Cook County, Illinois",41.8,714,24,11,38,22,20,8,10,33,9,27,80,97,82,1436,937,42,392,17,031,804608,3
2277,"Block Group 1, Census Tract 8046.08, Cook County, Illinois",47.0,513,7,7,33,35,0,12,18,6,15,23,81,134,268,1061,642,50,369,17,031,804608,1
2278,"Block Group 3, Census Tract 8046.09, Cook County, Illinois",36.2,810,14,18,0,26,16,0,10,31,40,85,76,168,118,1859,1376,0,404,17,031,804609,3
2279,"Block Group 2, Census Tract 8046.09, Cook County, Illinois",42.2,796,0,14,13,14,15,0,58,28,0,87,125,159,55,1545,809,108,488,17,031,804609,2
2280,"Block Group 1, Census Tract 8046.09, Cook County, Illinois",40.8,767,16,0,13,0,17,26,17,0,16,34,33,106,85,2236,922,31,1176,17,031,804609,1
2281,"Block Group 2, Census Tract 8046.10, Cook County, Illinois",41.0,349,9,0,0,18,18,0,0,17,18,33,54,34,58,632,601,0,31,17,031,804610,2
2282,"Block Group 1, Census Tract 8046.10, Cook County, Illinois",47.9,786,37,19,9,19,29,34,36,45,36,52,94,87,41,1654,1097,9,436,17,031,804610,1
2283,"Block Group 1, Census Tract 8046.11, Cook County, Illinois",40.9,633,0,12,0,13,19,10,29,32,15,49,104,120,79,1586,1401,24,161,17,031,804611,1
2284,"Block Group 2, Census Tract 8046.11, Cook County, Illinois",47.7,968,32,37,8,32,99,38,20,54,19,113,65,138,102,1818,1360,58,358,17,031,804611,2
2285,"Block Group 3, Census Tract 8046.11, Cook County, Illinois",50.4,349,6,10,17,14,0,0,20,20,17,14,23,77,57,904,769,0,97,17,031,804611,3
2286,"Block Group 3, Census Tract 8047.01, Cook County, Illinois",45.4,826,83,37,0,101,31,0,159,29,4,60,156,43,79,1764,1014,164,526,17,031,804701,3
2287,"Block Group 1, Census Tract 8047.01, Cook County, Illinois",36.3,590,72,0,55,0,26,34,0,53,48,28,32,51,115,1739,422,317,908,17,031,804701,1
2288,"Block Group 2, Census Tract 8047.01, Cook County, Illinois",26.8,405,14,45,0,0,58,0,63,43,0,43,21,64,336,802,393,72,288,17,031,804701,2
2289,"Block Group 4, Census Tract 8047.01, Cook County, Illinois",30.9,730,10,0,0,0,40,29,21,38,87,36,134,112,420,1497,322,149,996,17,031,804701,4
2290,"Block Group 3, Census Tract 8047.05, Cook County, Illinois",49.9,509,18,0,0,7,7,27,15,46,25,80,33,72,168,1050,696,113,231,17,031,804705,3
2291,"Block Group 1, Census Tract 8047.05, Cook County, Illinois",38.3,376,17,9,0,0,14,6,14,0,23,21,40,55,143,948,616,0,298,17,031,804705,1
2292,"Block Group 2, Census Tract 8047.05, Cook County, Illinois",32.7,659,22,54,64,36,36,83,31,26,29,59,81,66,750,1041,693,108,183,17,031,804705,2
2293,"Block Group 2, Census Tract 8047.06, Cook County, Illinois",40.8,342,0,0,0,0,0,5,3,41,9,25,23,22,149,1090,716,32,188,17,031,804706,2
2294,"Block Group 1, Census Tract 8047.06, Cook County, Illinois",39.7,413,5,0,26,17,5,0,0,21,4,5,34,57,85,1189,1009,0,173,17,031,804706,1
2295,"Block Group 1, Census Tract 8047.09, Cook County, Illinois",32.7,512,25,0,0,80,23,44,0,42,17,76,43,83,391,801,321,38,417,17,031,804709,1
2296,"Block Group 2, Census Tract 8047.09, Cook County, Illinois",31.9,584,24,13,67,13,17,29,14,12,15,86,62,92,254,1128,570,225,333,17,031,804709,2
2297,"Block Group 3, Census Tract 8047.09, Cook County, Illinois",83.8,536,76,0,80,56,34,26,44,79,15,35,26,23,5,834,769,15,50,17,031,804709,3
2298,"Block Group 4, Census Tract 8047.09, Cook County, Illinois",43.7,563,10,0,36,0,0,19,10,32,18,37,178,98,398,1232,703,31,487,17,031,804709,4
2299,"Block Group 5, Census Tract 8047.09, Cook County, Illinois",38.4,279,0,12,0,12,13,0,0,16,10,9,40,53,103,722,655,0,11,17,031,804709,5
2300,"Block Group 4, Census Tract 8047.10, Cook County, Illinois",43.7,230,0,0,0,0,0,29,0,20,0,62,26,50,116,612,592,0,20,17,031,804710,4
2301,"Block Group 2, Census Tract 8047.10, Cook County, Illinois",43.5,343,0,0,25,7,0,16,0,0,16,19,49,67,110,837,769,0,64,17,031,804710,2
2302,"Block Group 3, Census Tract 8047.10, Cook County, Illinois",47.3,665,42,12,32,59,19,18,47,37,49,72,57,84,92,1191,814,139,156,17,031,804710,3
2303,"Block Group 1, Census Tract 8047.10, Cook County, Illinois",42.6,360,9,0,18,0,0,0,9,0,0,22,32,48,27,987,804,7,139,17,031,804710,1
2304,"Block Group 3, Census Tract 8047.11, Cook County, Illinois",40.5,1129,65,39,28,31,32,158,32,8,49,65,206,191,248,2608,1226,80,1281,17,031,804711,3
2305,"Block Group 2, Census Tract 8047.11, Cook County, Illinois",38.1,472,0,0,0,16,19,14,13,40,15,73,39,121,209,1005,779,55,171,17,031,804711,2
2306,"Block Group 1, Census Tract 8047.11, Cook County, Illinois",29.1,1186,33,0,14,122,101,24,13,112,29,82,202,247,1159,2399,751,256,1392,17,031,804711,1
2307,"Block Group 4, Census Tract 8047.11, Cook County, Illinois",32.8,224,0,0,0,0,0,31,0,11,18,0,0,39,183,514,303,0,183,17,031,804711,4
2308,"Block Group 1, Census Tract 8047.12, Cook County, Illinois",31.3,752,18,0,18,7,35,4,43,65,18,21,98,182,548,1633,1044,223,329,17,031,804712,1
2309,"Block Group 2, Census Tract 8047.12, Cook County, Illinois",37.0,333,14,24,0,0,0,6,0,0,19,28,38,81,58,881,726,12,77,17,031,804712,2
2310,"Block Group 3, Census Tract 8047.12, Cook County, Illinois",48.6,755,0,55,12,0,0,6,12,7,11,25,54,59,172,1949,1607,0,297,17,031,804712,3
2311,"Block Group 4, Census Tract 8047.13, Cook County, Illinois",41.6,274,0,0,0,0,20,16,0,0,0,0,0,3,617,477,326,0,146,17,031,804713,4
2312,"Block Group 2, Census Tract 8047.13, Cook County, Illinois",33.7,762,106,19,0,39,34,0,8,0,0,53,56,148,16,1729,437,0,1292,17,031,804713,2
2313,"Block Group 1, Census Tract 8047.13, Cook County, Illinois",31.8,768,0,18,17,46,0,23,29,30,37,143,102,196,281,1214,518,56,592,17,031,804713,1
2314,"Block Group 3, Census Tract 8047.13, Cook County, Illinois",49.4,225,0,14,0,17,0,0,0,0,0,0,0,92,29,505,398,0,85,17,031,804713,3
2315,"Block Group 2, Census Tract 8047.14, Cook County, Illinois",42.7,370,15,0,16,24,18,7,27,17,0,8,68,35,70,996,812,0,173,17,031,804714,2
2316,"Block Group 3, Census Tract 8047.14, Cook County, Illinois",40.2,457,8,9,26,0,0,7,29,28,0,6,64,62,226,1136,768,64,205,17,031,804714,3
2317,"Block Group 1, Census Tract 8047.14, Cook County, Illinois",33.5,458,12,19,0,8,28,20,18,17,5,79,48,76,114,855,635,28,153,17,031,804714,1
2318,"Block Group 1, Census Tract 8047.15, Cook County, Illinois",35.2,511,0,0,8,10,0,33,46,104,13,0,57,58,780,954,363,240,316,17,031,804715,1
2319,"Block Group 2, Census Tract 8047.15, Cook County, Illinois",31.3,532,29,17,51,15,18,80,26,19,28,35,72,51,419,1039,441,19,543,17,031,804715,2
2320,"Block Group 3, Census Tract 8047.16, Cook County, Illinois",42.2,506,25,28,0,38,50,16,0,0,0,0,55,95,380,906,442,34,430,17,031,804716,3
2321,"Block Group 1, Census Tract 8047.16, Cook County, Illinois",43.7,442,10,0,0,0,0,9,24,0,0,21,53,70,81,1197,794,18,311,17,031,804716,1
2322,"Block Group 2, Census Tract 8047.16, Cook County, Illinois",36.2,715,14,0,18,0,54,54,7,11,49,43,48,125,247,2064,883,118,1027,17,031,804716,2
2323,"Block Group 1, Census Tract 8048.03, Cook County, Illinois",41.9,386,0,0,0,0,11,0,0,0,0,42,38,78,0,1333,1009,0,272,17,031,804803,1
2324,"Block Group 2, Census Tract 8048.03, Cook County, Illinois",41.4,607,0,23,0,35,25,0,0,35,35,77,60,59,136,1483,984,10,409,17,031,804803,2
2325,"Block Group 3, Census Tract 8048.03, Cook County, Illinois",36.0,1148,0,0,0,16,0,59,106,201,67,57,189,101,536,2667,1804,218,645,17,031,804803,3
2326,"Block Group 1, Census Tract 8048.04, Cook County, Illinois",47.5,491,21,0,14,0,0,20,69,15,0,17,138,60,206,1280,969,0,311,17,031,804804,1
2327,"Block Group 3, Census Tract 8048.04, Cook County, Illinois",35.8,342,54,0,0,17,0,0,0,46,53,11,0,83,741,448,334,0,103,17,031,804804,3
2328,"Block Group 2, Census Tract 8048.04, Cook County, Illinois",36.5,1044,87,14,0,9,12,0,16,38,59,51,164,265,131,2252,1005,595,619,17,031,804804,2
2329,"Block Group 4, Census Tract 8048.04, Cook County, Illinois",42.7,722,30,14,31,15,48,32,16,0,38,31,150,147,1,1577,1194,0,333,17,031,804804,4
2330,"Block Group 2, Census Tract 8048.05, Cook County, Illinois",38.8,392,0,0,17,0,16,46,0,30,33,16,31,16,382,844,691,37,100,17,031,804805,2
2331,"Block Group 3, Census Tract 8048.05, Cook County, Illinois",35.5,529,17,0,0,15,46,0,0,0,31,84,68,34,140,1392,974,49,341,17,031,804805,3
2332,"Block Group 1, Census Tract 8048.05, Cook County, Illinois",52.5,553,16,0,0,14,15,16,15,0,47,81,110,54,243,968,703,31,202,17,031,804805,1
2333,"Block Group 4, Census Tract 8048.05, Cook County, Illinois",42.7,1022,14,31,52,28,0,32,30,0,92,59,47,186,153,2334,1902,47,282,17,031,804805,4
2334,"Block Group 3, Census Tract 8048.06, Cook County, Illinois",35.8,623,54,11,75,47,42,0,7,77,54,59,49,65,502,1314,870,96,338,17,031,804806,3
2335,"Block Group 2, Census Tract 8048.06, Cook County, Illinois",28.2,277,0,0,0,0,0,11,30,0,0,37,20,122,265,838,616,12,0,17,031,804806,2
