,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1030,"Block Group 2, Census Tract 3007, Cook County, Illinois",26.9,379,0,30,43,28,36,33,148,27,9,10,0,10,1460,0,0,0,0,17,031,300700,2
1031,"Block Group 3, Census Tract 3007, Cook County, Illinois",26.2,203,29,21,26,10,10,21,18,36,0,0,10,22,769,23,23,0,0,17,031,300700,3
1032,"Block Group 1, Census Tract 3008, Cook County, Illinois",24.8,434,20,45,100,27,70,17,35,44,0,13,41,22,1725,0,0,0,0,17,031,300800,1
1033,"Block Group 2, Census Tract 3008, Cook County, Illinois",28.6,669,56,41,103,51,43,85,71,21,0,75,96,0,2387,15,15,0,0,17,031,300800,2
1034,"Block Group 1, Census Tract 3009, Cook County, Illinois",26.8,500,9,80,32,39,87,22,93,22,20,17,41,32,1854,108,13,0,0,17,031,300900,1
1035,"Block Group 2, Census Tract 3009, Cook County, Illinois",32.9,588,100,0,66,115,64,50,0,23,0,59,74,14,1560,167,153,14,0,17,031,300900,2
1036,"Block Group 3, Census Tract 3009, Cook County, Illinois",27.4,187,24,10,43,43,0,23,0,4,0,0,0,17,642,51,49,2,0,17,031,300900,3
1037,"Block Group 2, Census Tract 3011, Cook County, Illinois",24.8,502,66,27,71,34,94,35,17,0,3,34,52,40,1869,131,5,126,0,17,031,301100,2
1038,"Block Group 1, Census Tract 3011, Cook County, Illinois",27.3,294,43,20,12,47,31,6,19,0,0,33,32,14,680,92,61,25,0,17,031,301100,1
1039,"Block Group 1, Census Tract 3012, Cook County, Illinois",27.4,327,20,19,32,60,80,0,28,0,14,9,17,0,644,192,52,82,58,17,031,301200,1
1040,"Block Group 2, Census Tract 3012, Cook County, Illinois",35.3,232,48,11,7,10,20,40,25,0,12,31,9,19,386,254,7,247,0,17,031,301200,2
1041,"Block Group 3, Census Tract 3012, Cook County, Illinois",26.9,489,81,28,58,88,64,33,17,0,0,50,42,0,1883,76,67,9,0,17,031,301200,3
1042,"Block Group 2, Census Tract 3016, Cook County, Illinois",34.1,652,20,71,17,50,58,24,66,92,0,87,22,70,2537,138,87,51,0,17,031,301600,2
1043,"Block Group 1, Census Tract 3016, Cook County, Illinois",23.1,646,87,66,107,64,52,50,6,14,31,50,52,51,2323,110,20,90,0,17,031,301600,1
1044,"Block Group 3, Census Tract 3017.01, Cook County, Illinois",30.6,338,0,0,60,37,65,19,28,0,0,48,0,27,1417,0,0,0,0,17,031,301701,3
1045,"Block Group 2, Census Tract 3017.01, Cook County, Illinois",28.9,334,0,43,11,12,13,21,23,27,33,50,20,13,1220,91,91,0,0,17,031,301701,2
1046,"Block Group 1, Census Tract 3017.01, Cook County, Illinois",30.6,345,26,11,109,35,51,23,0,0,0,36,14,13,1261,5,4,1,0,17,031,301701,1
1047,"Block Group 2, Census Tract 3017.02, Cook County, Illinois",27.7,346,0,37,4,13,86,0,9,40,52,18,48,17,1529,10,10,0,0,17,031,301702,2
1048,"Block Group 1, Census Tract 3017.02, Cook County, Illinois",30.4,329,45,17,87,0,19,18,24,8,0,29,40,13,1117,92,92,0,0,17,031,301702,1
1049,"Block Group 3, Census Tract 3017.02, Cook County, Illinois",28.7,420,34,37,28,9,17,24,33,23,42,36,51,29,1676,52,15,0,0,17,031,301702,3
1050,"Block Group 1, Census Tract 3018.01, Cook County, Illinois",36.1,361,10,10,54,58,12,54,48,57,0,36,0,11,1154,76,64,0,0,17,031,301801,1
1051,"Block Group 2, Census Tract 3018.01, Cook County, Illinois",32.8,718,24,62,38,88,47,64,34,66,0,23,91,44,2474,136,134,1,0,17,031,301801,2
1052,"Block Group 1, Census Tract 3018.02, Cook County, Illinois",36.3,232,23,0,30,5,10,9,32,21,0,19,46,16,809,31,26,0,0,17,031,301802,1
1053,"Block Group 3, Census Tract 3018.02, Cook County, Illinois",32.3,327,9,41,73,17,17,16,31,0,21,14,13,48,1389,27,20,0,0,17,031,301802,3
1054,"Block Group 2, Census Tract 3018.02, Cook County, Illinois",24.6,305,38,32,21,45,44,17,34,9,0,38,0,27,1046,44,10,34,0,17,031,301802,2
1055,"Block Group 2, Census Tract 3018.03, Cook County, Illinois",28.6,591,63,23,85,58,31,38,55,29,0,67,48,47,2257,51,40,0,0,17,031,301803,2
1056,"Block Group 3, Census Tract 3018.03, Cook County, Illinois",29.5,352,34,46,0,19,25,35,29,0,67,21,38,18,1459,0,0,0,0,17,031,301803,3
1057,"Block Group 1, Census Tract 3018.03, Cook County, Illinois",26.0,406,22,49,36,31,53,0,59,9,13,21,27,42,1500,239,95,144,0,17,031,301803,1
1058,"Block Group 2, Census Tract 3102, Cook County, Illinois",31.6,334,39,12,8,16,20,29,15,7,23,38,49,14,396,347,215,65,57,17,031,310200,2
1059,"Block Group 1, Census Tract 3102, Cook County, Illinois",36.1,302,13,5,11,6,18,12,29,17,0,10,32,94,253,469,271,28,154,17,031,310200,1
1060,"Block Group 1, Census Tract 3103, Cook County, Illinois",36.6,684,61,16,33,47,47,42,37,44,29,62,50,101,1047,649,435,27,175,17,031,310300,1
1061,"Block Group 1, Census Tract 3104, Cook County, Illinois",31.3,513,82,15,24,10,9,16,25,20,26,49,69,41,740,431,258,79,59,17,031,310400,1
1062,"Block Group 1, Census Tract 3105, Cook County, Illinois",29.2,502,53,21,15,7,43,68,15,24,16,41,63,49,1122,265,265,0,0,17,031,310500,1
1063,"Block Group 3, Census Tract 3106, Cook County, Illinois",29.4,543,85,14,96,59,0,21,18,44,0,50,92,16,811,370,194,137,0,17,031,310600,3
1064,"Block Group 1, Census Tract 3106, Cook County, Illinois",35.6,907,246,11,24,94,43,67,32,36,0,49,75,99,1054,700,520,143,0,17,031,310600,1
1065,"Block Group 2, Census Tract 3106, Cook County, Illinois",34.3,501,0,49,47,67,72,62,34,0,34,34,0,70,1251,191,155,24,12,17,031,310600,2
1066,"Block Group 1, Census Tract 3107, Cook County, Illinois",34.4,505,49,43,22,30,42,25,4,47,6,63,62,74,1087,369,265,26,57,17,031,310700,1
1067,"Block Group 3, Census Tract 3108, Cook County, Illinois",35.5,840,58,89,27,57,63,59,38,36,35,63,126,103,2107,235,197,0,0,17,031,310800,3
1068,"Block Group 1, Census Tract 3108, Cook County, Illinois",33.0,418,0,25,54,21,28,55,0,0,11,64,86,57,1069,181,144,26,11,17,031,310800,1
1069,"Block Group 2, Census Tract 3108, Cook County, Illinois",29.7,256,0,0,12,23,0,65,0,14,13,41,26,16,669,136,65,0,46,17,031,310800,2
1070,"Block Group 2, Census Tract 3109, Cook County, Illinois",28.2,444,16,63,35,23,9,44,17,17,0,34,110,0,1565,250,215,12,0,17,031,310900,2
1071,"Block Group 3, Census Tract 3109, Cook County, Illinois",29.6,503,35,21,68,46,22,11,35,15,9,25,50,62,1382,331,213,65,20,17,031,310900,3
1072,"Block Group 1, Census Tract 3109, Cook County, Illinois",31.8,682,59,98,0,91,100,23,48,33,34,0,76,56,1764,174,153,12,9,17,031,310900,1
1073,"Block Group 2, Census Tract 3201, Cook County, Illinois",28.5,1544,145,0,0,150,0,75,45,45,44,77,71,260,206,2380,1776,0,604,17,031,320100,2
1074,"Block Group 3, Census Tract 3201, Cook County, Illinois",42.9,1840,102,86,0,0,59,37,0,0,106,53,196,146,194,2486,1674,173,639,17,031,320100,3
1075,"Block Group 1, Census Tract 3201, Cook County, Illinois",43.8,1864,68,59,102,0,51,0,96,0,91,116,51,235,59,2972,2410,164,273,17,031,320100,1
1076,"Block Group 4, Census Tract 3201, Cook County, Illinois",44.2,2719,93,36,52,0,0,0,51,217,0,216,40,88,290,4152,3292,325,535,17,031,320100,4
1077,"Block Group 1, Census Tract 3204, Cook County, Illinois",21.3,660,42,12,5,0,0,16,17,2,14,20,49,66,183,2984,2032,281,543,17,031,320400,1
1078,"Block Group 1, Census Tract 3206, Cook County, Illinois",31.7,1163,54,0,14,0,15,0,16,16,23,139,89,150,165,1873,1085,292,393,17,031,320600,1
1079,"Block Group 2, Census Tract 3206, Cook County, Illinois",33.2,1533,141,161,6,0,47,0,0,15,19,30,79,302,84,2550,1507,511,459,17,031,320600,2
1080,"Block Group 1, Census Tract 3301, Cook County, Illinois",33.7,2068,55,36,21,0,76,0,0,154,0,187,179,155,341,3100,1896,321,659,17,031,330100,1
1081,"Block Group 2, Census Tract 3301, Cook County, Illinois",34.3,2958,78,102,37,53,0,41,0,161,202,196,484,407,581,4590,2375,1130,1016,17,031,330100,2
1082,"Block Group 4, Census Tract 3301, Cook County, Illinois",31.6,2328,281,86,278,39,118,0,0,40,0,0,269,345,200,3816,1579,1227,878,17,031,330100,4
1083,"Block Group 3, Census Tract 3301, Cook County, Illinois",41.0,3658,198,99,66,137,142,29,0,85,35,135,274,401,40,6347,3324,1403,1579,17,031,330100,3
1084,"Block Group 2, Census Tract 3302, Cook County, Illinois",39.4,1222,8,17,9,8,9,0,0,13,0,72,122,128,48,2655,1669,379,465,17,031,330200,2
1085,"Block Group 1, Census Tract 3302, Cook County, Illinois",64.9,683,160,107,77,126,106,49,0,0,19,0,9,21,0,1024,9,708,275,17,031,330200,1
1086,"Block Group 1, Census Tract 3403, Cook County, Illinois",46.5,663,69,101,36,70,49,29,57,3,15,74,15,13,78,1714,418,21,1268,17,031,340300,1
1087,"Block Group 1, Census Tract 3404, Cook County, Illinois",38.7,641,63,6,86,76,38,56,8,26,45,36,61,63,102,2048,167,37,1790,17,031,340400,1
1088,"Block Group 1, Census Tract 3405, Cook County, Illinois",47.1,820,224,134,20,29,60,24,5,57,18,33,53,66,164,1474,801,37,625,17,031,340500,1
1089,"Block Group 1, Census Tract 3406, Cook County, Illinois",28.7,413,176,89,63,19,5,11,12,5,6,12,0,0,2,993,0,969,0,17,031,340600,1
1090,"Block Group 1, Census Tract 3501, Cook County, Illinois",30.9,545,107,8,15,8,26,28,25,48,60,38,67,62,35,728,25,295,396,17,031,350100,1
1091,"Block Group 2, Census Tract 3501, Cook County, Illinois",32.2,958,207,18,124,16,9,76,10,66,55,100,177,60,64,1412,107,799,422,17,031,350100,2
1092,"Block Group 1, Census Tract 3504, Cook County, Illinois",23.0,662,302,110,64,48,25,29,6,9,24,13,15,17,5,1851,22,1814,0,17,031,350400,1
1093,"Block Group 3, Census Tract 3510, Cook County, Illinois",32.9,1376,230,0,70,91,11,34,129,58,13,100,392,125,18,2154,120,1428,589,17,031,351000,3
1094,"Block Group 1, Census Tract 3510, Cook County, Illinois",48.9,337,53,0,17,0,34,0,0,37,15,36,0,78,0,811,48,763,0,17,031,351000,1
1095,"Block Group 2, Census Tract 3510, Cook County, Illinois",51.6,622,75,48,11,0,41,33,33,70,152,52,11,16,0,793,25,637,42,17,031,351000,2
1096,"Block Group 1, Census Tract 3511, Cook County, Illinois",24.8,839,406,160,54,58,2,34,24,38,0,29,19,15,17,1942,24,1913,0,17,031,351100,1
1097,"Block Group 2, Census Tract 3511, Cook County, Illinois",21.7,39,0,8,0,0,0,8,0,0,0,6,0,0,0,143,21,103,0,17,031,351100,2
1098,"Block Group 3, Census Tract 3511, Cook County, Illinois",-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,031,351100,3
1099,"Block Group 1, Census Tract 3514, Cook County, Illinois",36.4,765,296,125,56,38,11,28,0,30,13,28,28,47,32,1907,142,1710,48,17,031,351400,1
1100,"Block Group 1, Census Tract 3515, Cook County, Illinois",-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,031,351500,1
1101,"Block Group 2, Census Tract 3515, Cook County, Illinois",25.2,200,35,29,18,31,7,17,0,0,0,17,4,19,29,478,105,270,103,17,031,351500,2
1102,"Block Group 1, Census Tract 3602, Cook County, Illinois",26.6,663,185,46,22,83,71,47,34,39,14,63,20,17,43,1540,12,1462,66,17,031,360200,1
1103,"Block Group 1, Census Tract 3801, Cook County, Illinois",44.3,1005,317,97,110,49,58,62,19,20,27,21,101,36,12,1920,61,1827,0,17,031,380100,1
1104,"Block Group 1, Census Tract 3802, Cook County, Illinois",35.3,138,0,0,9,0,0,48,9,3,0,8,31,9,9,186,0,177,9,17,031,380200,1
1105,"Block Group 2, Census Tract 3802, Cook County, Illinois",65.5,1032,261,189,120,68,75,75,54,76,0,24,16,16,52,1598,16,1539,16,17,031,380200,2
1106,"Block Group 1, Census Tract 3805, Cook County, Illinois",24.9,305,71,37,54,69,0,10,8,12,4,13,9,8,4,796,0,793,3,17,031,380500,1
1107,"Block Group 1, Census Tract 3807, Cook County, Illinois",50.4,436,49,74,47,6,18,19,21,66,11,23,11,35,33,1210,102,1076,0,17,031,380700,1
1108,"Block Group 2, Census Tract 3812, Cook County, Illinois",38.8,690,137,63,58,35,28,0,47,20,0,9,77,154,29,1101,27,1062,0,17,031,381200,2
1109,"Block Group 1, Census Tract 3812, Cook County, Illinois",32.3,343,11,44,73,0,12,28,32,0,0,0,11,52,0,662,35,518,0,17,031,381200,1
1110,"Block Group 1, Census Tract 3814, Cook County, Illinois",30.9,672,122,42,25,29,46,33,50,42,0,110,30,85,0,1660,0,1660,0,17,031,381400,1
1111,"Block Group 1, Census Tract 3815, Cook County, Illinois",37.9,125,17,16,3,6,8,13,0,6,0,0,19,32,19,322,20,297,5,17,031,381500,1
1112,"Block Group 1, Census Tract 3817, Cook County, Illinois",-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,031,381700,1
1113,"Block Group 1, Census Tract 3818, Cook County, Illinois",36.7,292,34,4,23,12,31,25,17,14,0,35,24,34,1,640,3,631,0,17,031,381800,1
1114,"Block Group 2, Census Tract 3818, Cook County, Illinois",44.3,245,57,27,22,21,7,0,0,6,0,12,29,17,0,393,41,346,6,17,031,381800,2
1115,"Block Group 1, Census Tract 3819, Cook County, Illinois",42.3,290,57,32,8,12,27,17,25,0,5,16,20,17,5,617,42,561,5,17,031,381900,1
1116,"Block Group 2, Census Tract 3819, Cook County, Illinois",37.3,252,49,10,11,13,0,16,0,16,9,33,20,32,25,635,5,594,0,17,031,381900,2
1117,"Block Group 1, Census Tract 3901, Cook County, Illinois",37.2,614,90,15,8,29,14,20,19,0,19,56,40,82,53,1411,49,1175,105,17,031,390100,1
1118,"Block Group 2, Census Tract 3902, Cook County, Illinois",37.0,385,22,44,0,0,54,0,0,0,0,8,0,35,0,864,196,558,61,17,031,390200,2
1119,"Block Group 1, Census Tract 3902, Cook County, Illinois",37.6,460,24,48,44,22,53,12,6,10,42,20,12,29,6,848,71,741,25,17,031,390200,1
1120,"Block Group 1, Census Tract 3903, Cook County, Illinois",28.2,556,247,91,64,50,20,0,28,40,0,0,9,0,0,1108,17,1066,0,17,031,390300,1
1121,"Block Group 2, Census Tract 3903, Cook County, Illinois",34.8,883,134,62,67,61,63,9,48,55,38,94,97,58,52,1670,205,1394,18,17,031,390300,2
1122,"Block Group 2, Census Tract 3904, Cook County, Illinois",52.5,789,228,143,82,84,16,33,45,0,0,0,57,37,40,1080,88,971,11,17,031,390400,2
1123,"Block Group 1, Census Tract 3904, Cook County, Illinois",36.8,646,56,46,0,86,34,40,9,50,9,82,0,45,0,1389,195,1147,10,17,031,390400,1
1124,"Block Group 1, Census Tract 3905, Cook County, Illinois",36.5,726,125,48,18,33,30,37,34,42,43,8,62,58,62,1400,282,1009,94,17,031,390500,1
1125,"Block Group 1, Census Tract 3906, Cook County, Illinois",41.2,399,66,7,12,26,0,22,0,7,20,18,13,30,7,824,301,466,17,17,031,390600,1
1126,"Block Group 2, Census Tract 3906, Cook County, Illinois",31.4,436,79,5,9,7,0,10,27,12,4,9,50,69,38,960,588,257,51,17,031,390600,2
1127,"Block Group 1, Census Tract 3907, Cook County, Illinois",62.7,1118,87,61,64,118,0,18,0,0,67,84,103,124,19,1621,392,995,234,17,031,390700,1
1128,"Block Group 2, Census Tract 3907, Cook County, Illinois",55.3,832,85,17,76,48,59,146,83,0,51,15,31,36,0,1283,113,1086,18,17,031,390700,2
1129,"Block Group 3, Census Tract 3907, Cook County, Illinois",29.2,1337,354,27,32,47,18,95,0,17,31,135,164,155,120,2334,416,859,938,17,031,390700,3
1130,"Block Group 1, Census Tract 4003, Cook County, Illinois",30.2,553,174,25,41,25,15,18,42,57,0,38,40,38,75,1272,36,1206,9,17,031,400300,1
1131,"Block Group 1, Census Tract 4004, Cook County, Illinois",30.7,369,27,15,98,26,21,38,8,13,15,22,30,38,21,1090,0,1090,0,17,031,400400,1
1132,"Block Group 2, Census Tract 4004, Cook County, Illinois",33.6,331,57,13,9,0,11,66,46,27,16,17,18,28,7,768,19,738,0,17,031,400400,2
1133,"Block Group 2, Census Tract 4005, Cook County, Illinois",23.8,264,82,10,12,36,18,0,20,39,0,25,6,8,0,713,0,688,0,17,031,400500,2
1134,"Block Group 1, Census Tract 4005, Cook County, Illinois",30.1,506,98,55,38,55,60,25,35,29,16,25,56,6,12,1261,4,1252,0,17,031,400500,1
1135,"Block Group 1, Census Tract 4008, Cook County, Illinois",34.3,390,136,0,28,86,0,39,4,9,17,26,45,0,0,833,0,588,0,17,031,400800,1
1136,"Block Group 2, Census Tract 4008, Cook County, Illinois",28.1,709,244,93,9,95,11,27,31,0,42,53,48,0,44,1970,20,1936,0,17,031,400800,2
1137,"Block Group 1, Census Tract 4101, Cook County, Illinois",29.6,403,49,9,0,22,49,25,16,81,26,7,37,66,321,553,267,171,85,17,031,410100,1
1138,"Block Group 2, Census Tract 4101, Cook County, Illinois",45.9,783,200,34,8,26,9,9,54,26,8,75,79,81,60,1091,341,619,68,17,031,410100,2
1139,"Block Group 1, Census Tract 4102, Cook County, Illinois",26.8,659,116,70,18,18,52,18,37,43,31,54,60,63,203,1359,635,359,313,17,031,410200,1
1140,"Block Group 1, Census Tract 4105, Cook County, Illinois",28.6,499,89,14,16,0,9,26,12,19,11,16,65,79,88,1092,601,203,211,17,031,410500,1
1141,"Block Group 2, Census Tract 4105, Cook County, Illinois",27.2,678,272,7,9,9,59,31,8,8,0,41,52,69,81,1202,413,645,129,17,031,410500,2
1142,"Block Group 1, Census Tract 4106, Cook County, Illinois",33.5,605,86,112,21,21,11,44,27,0,19,22,48,65,106,1294,608,428,147,17,031,410600,1
1143,"Block Group 2, Census Tract 4106, Cook County, Illinois",22.2,473,72,37,52,49,30,21,19,30,23,27,11,0,131,1112,579,309,171,17,031,410600,2
1144,"Block Group 1, Census Tract 4107, Cook County, Illinois",30.5,992,208,56,47,55,23,68,77,17,10,62,122,75,137,1878,1067,435,307,17,031,410700,1
1145,"Block Group 1, Census Tract 4108, Cook County, Illinois",30.2,679,170,39,41,46,68,14,16,28,10,70,18,59,164,1116,441,452,126,17,031,410800,1
1146,"Block Group 2, Census Tract 4108, Cook County, Illinois",35.9,958,129,65,20,62,11,94,30,52,39,84,84,148,73,1634,687,560,307,17,031,410800,2
1147,"Block Group 1, Census Tract 4109, Cook County, Illinois",41.2,376,34,23,8,25,25,21,0,0,26,66,0,69,123,491,330,129,14,17,031,410900,1
1148,"Block Group 2, Census Tract 4109, Cook County, Illinois",32.2,380,89,105,0,33,14,10,6,12,14,54,0,31,15,579,192,234,106,17,031,410900,2
1149,"Block Group 3, Census Tract 4109, Cook County, Illinois",32.9,937,37,17,64,63,0,71,21,22,50,116,158,76,166,1704,923,595,134,17,031,410900,3
1150,"Block Group 2, Census Tract 4110, Cook County, Illinois",67.4,231,13,0,0,12,15,0,0,0,19,18,26,12,40,421,311,66,15,17,031,411000,2
1151,"Block Group 3, Census Tract 4110, Cook County, Illinois",33.5,683,72,31,0,0,32,29,25,15,44,23,71,107,161,1203,611,426,126,17,031,411000,3
1152,"Block Group 1, Census Tract 4110, Cook County, Illinois",48.8,892,47,23,18,51,59,0,24,0,14,185,120,118,62,1241,492,600,84,17,031,411000,1
1153,"Block Group 1, Census Tract 4111, Cook County, Illinois",37.0,470,33,0,15,12,8,16,0,16,23,30,40,32,11,1056,760,50,205,17,031,411100,1
1154,"Block Group 2, Census Tract 4111, Cook County, Illinois",22.6,366,21,12,6,15,6,16,0,0,4,30,36,16,103,1069,838,34,163,17,031,411100,2
1155,"Block Group 1, Census Tract 4112, Cook County, Illinois",41.3,543,110,10,5,27,9,16,28,19,0,25,21,71,34,1068,554,196,264,17,031,411200,1
1156,"Block Group 2, Census Tract 4112, Cook County, Illinois",30.9,209,47,4,4,4,0,5,0,6,0,0,21,9,23,556,446,30,42,17,031,411200,2
1157,"Block Group 1, Census Tract 4201, Cook County, Illinois",48.8,740,156,87,131,55,65,10,18,28,13,24,77,17,17,1314,65,1161,0,17,031,420100,1
1158,"Block Group 1, Census Tract 4202, Cook County, Illinois",26.9,617,118,65,39,38,31,19,11,40,21,42,62,62,42,1646,396,1134,65,17,031,420200,1
1159,"Block Group 1, Census Tract 4203, Cook County, Illinois",20.7,667,130,42,62,34,30,54,19,3,27,30,61,40,161,2464,934,1034,453,17,031,420300,1
1160,"Block Group 1, Census Tract 4204, Cook County, Illinois",33.5,688,278,77,28,17,24,18,32,20,8,49,21,97,64,1116,268,690,96,17,031,420400,1
1161,"Block Group 1, Census Tract 4205, Cook County, Illinois",43.8,459,86,25,83,18,8,0,18,41,54,0,49,67,12,914,0,832,66,17,031,420500,1
1162,"Block Group 2, Census Tract 4205, Cook County, Illinois",36.8,330,97,28,40,0,48,9,9,24,0,31,0,34,120,658,0,658,0,17,031,420500,2
1163,"Block Group 1, Census Tract 4206, Cook County, Illinois",32.9,530,152,78,55,21,35,39,48,18,6,29,8,29,61,1146,13,1095,0,17,031,420600,1
1164,"Block Group 2, Census Tract 4206, Cook County, Illinois",36.1,389,129,21,28,8,76,16,12,11,6,0,44,17,11,799,47,730,0,17,031,420600,2
1165,"Block Group 3, Census Tract 4207, Cook County, Illinois",38.1,301,56,43,42,12,45,8,0,27,0,16,16,21,32,761,18,743,0,17,031,420700,3
1166,"Block Group 4, Census Tract 4207, Cook County, Illinois",22.9,312,121,10,69,9,0,6,0,9,17,37,13,0,0,935,61,853,0,17,031,420700,4
1167,"Block Group 2, Census Tract 4207, Cook County, Illinois",17.8,137,52,0,0,19,29,0,0,15,14,0,0,8,0,532,0,516,0,17,031,420700,2
1168,"Block Group 5, Census Tract 4207, Cook County, Illinois",46.4,258,82,43,17,33,18,14,0,19,0,0,32,0,1,474,3,439,0,17,031,420700,5
1169,"Block Group 1, Census Tract 4207, Cook County, Illinois",29.6,190,46,41,0,43,0,8,0,16,0,10,0,26,0,534,41,493,0,17,031,420700,1
1170,"Block Group 2, Census Tract 4208, Cook County, Illinois",34.0,391,53,40,27,22,25,0,41,27,13,34,23,24,92,894,42,852,0,17,031,420800,2
1171,"Block Group 1, Census Tract 4208, Cook County, Illinois",23.7,405,129,18,7,40,20,13,21,21,12,15,14,56,9,1082,20,1023,20,17,031,420800,1
1172,"Block Group 2, Census Tract 4212, Cook County, Illinois",40.8,364,51,88,41,52,0,24,0,10,0,39,6,11,16,853,0,853,0,17,031,421200,2
1173,"Block Group 1, Census Tract 4212, Cook County, Illinois",20.9,175,36,32,0,0,37,27,0,0,0,0,7,17,0,628,0,611,0,17,031,421200,1
1174,"Block Group 3, Census Tract 4301.01, Cook County, Illinois",44.8,316,175,13,11,11,0,0,3,20,29,7,0,47,24,589,0,576,0,17,031,430101,3
1175,"Block Group 4, Census Tract 4301.01, Cook County, Illinois",47.4,610,112,52,21,51,33,26,55,27,0,53,56,30,0,1190,21,1169,0,17,031,430101,4
1176,"Block Group 1, Census Tract 4301.01, Cook County, Illinois",26.7,440,100,11,23,0,24,12,39,33,0,11,68,107,12,1107,60,1047,0,17,031,430101,1
1177,"Block Group 2, Census Tract 4301.01, Cook County, Illinois",36.5,248,118,12,23,6,0,18,0,9,20,42,0,0,0,509,0,509,0,17,031,430101,2
1178,"Block Group 2, Census Tract 4301.02, Cook County, Illinois",27.7,307,77,22,0,49,0,0,36,14,0,12,63,34,32,683,0,683,0,17,031,430102,2
1179,"Block Group 3, Census Tract 4301.02, Cook County, Illinois",55.6,667,259,44,12,43,79,11,14,30,65,66,35,0,1,966,6,959,0,17,031,430102,3
1180,"Block Group 1, Census Tract 4301.02, Cook County, Illinois",48.4,847,186,33,194,108,31,41,76,11,13,36,0,19,74,1188,38,1082,28,17,031,430102,1
1181,"Block Group 1, Census Tract 4302, Cook County, Illinois",33.8,359,19,90,35,12,26,0,0,50,0,52,0,0,0,719,59,660,0,17,031,430200,1
1182,"Block Group 2, Census Tract 4302, Cook County, Illinois",45.3,250,34,0,19,21,24,0,54,0,0,0,0,38,0,520,59,388,56,17,031,430200,2
1183,"Block Group 3, Census Tract 4302, Cook County, Illinois",50.2,457,136,20,0,74,20,36,0,0,16,29,15,45,0,720,0,720,0,17,031,430200,3
1184,"Block Group 4, Census Tract 4302, Cook County, Illinois",27.2,480,58,34,0,44,74,45,51,0,0,53,52,0,0,1449,6,1378,0,17,031,430200,4
1185,"Block Group 5, Census Tract 4302, Cook County, Illinois",29.3,805,436,20,170,33,0,0,56,0,11,47,0,19,0,1458,48,1410,0,17,031,430200,5
1186,"Block Group 2, Census Tract 4303, Cook County, Illinois",17.1,243,72,34,35,28,28,0,7,19,0,0,0,13,0,723,0,716,7,17,031,430300,2
1187,"Block Group 1, Census Tract 4303, Cook County, Illinois",32.1,418,119,37,55,13,14,46,27,13,0,14,7,56,7,938,7,931,0,17,031,430300,1
1188,"Block Group 3, Census Tract 4303, Cook County, Illinois",16.4,229,126,35,13,7,6,13,0,0,0,15,0,0,1,722,1,720,0,17,031,430300,3
1189,"Block Group 2, Census Tract 4304, Cook County, Illinois",34.6,210,79,31,0,0,0,0,26,23,11,0,40,0,0,451,21,406,0,17,031,430400,2
1190,"Block Group 1, Census Tract 4304, Cook County, Illinois",27.2,216,73,29,5,32,0,0,0,22,0,12,23,0,0,620,8,594,0,17,031,430400,1
1191,"Block Group 3, Census Tract 4304, Cook County, Illinois",31.2,314,93,62,8,19,5,0,31,0,45,11,10,18,0,981,0,981,0,17,031,430400,3
1192,"Block Group 4, Census Tract 4304, Cook County, Illinois",32.8,319,133,28,26,30,0,0,51,0,0,0,0,40,0,882,35,847,0,17,031,430400,4
1193,"Block Group 1, Census Tract 4305, Cook County, Illinois",35.3,633,293,82,63,14,48,0,23,0,23,32,0,15,64,1234,28,1206,0,17,031,430500,1
1194,"Block Group 2, Census Tract 4305, Cook County, Illinois",25.4,640,73,67,139,66,0,21,0,80,22,11,120,10,14,1649,18,1620,0,17,031,430500,2
1195,"Block Group 3, Census Tract 4305, Cook County, Illinois",44.8,303,34,78,20,0,0,39,26,14,11,22,21,17,7,575,22,539,0,17,031,430500,3
1196,"Block Group 1, Census Tract 4306, Cook County, Illinois",42.1,256,60,35,11,23,16,31,9,0,0,9,2,0,17,677,47,587,2,17,031,430600,1
1197,"Block Group 2, Census Tract 4306, Cook County, Illinois",40.5,440,67,25,106,38,23,42,6,29,7,3,25,2,0,1038,45,992,0,17,031,430600,2
1198,"Block Group 2, Census Tract 4307, Cook County, Illinois",50.7,427,137,10,82,59,0,11,0,11,0,67,11,26,28,943,36,907,0,17,031,430700,2
1199,"Block Group 1, Census Tract 4307, Cook County, Illinois",37.6,832,251,90,78,38,25,10,26,10,0,93,53,63,0,1591,111,1400,22,17,031,430700,1
1200,"Block Group 1, Census Tract 4308, Cook County, Illinois",43.8,369,51,5,13,25,16,0,21,6,82,5,78,37,16,860,28,816,0,17,031,430800,1
1201,"Block Group 2, Census Tract 4308, Cook County, Illinois",43.2,336,48,33,28,14,22,0,66,8,18,7,11,27,0,673,38,632,0,17,031,430800,2
1202,"Block Group 2, Census Tract 4309, Cook County, Illinois",45.1,237,68,4,42,5,15,3,8,20,0,25,14,18,0,505,15,490,0,17,031,430900,2
